PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 PC21 PC22 PC23 PC24 PC25 PC26 PC27 PC28 PC29 PC30 PC31 PC32 PC33 PC34 PC35 PC36 PC37 PC38 PC39 PC40 PC41 PC42 PC43 PC44 PC45 PC46 PC47 PC48 PC49 PC50 PC51 PC52 PC53 PC54 PC55 PC56 PC57 PC58 PC59 PC60 PC61 PC62 PC63 PC64 PC65 PC66 PC67 PC68 PC69 PC70 PC71 PC72 PC73 PC74 PC75 PC76 PC77 PC78 PC79 PC80 PC81 PC82 PC83 PC84 PC85 PC86 PC87 PC88 PC89 PC90 PC91 PC92 PC93 PC94 PC95 PC96 PC97 PC98 PC99 PC100 
 2.399310e+00 -1.491384e+00 -9.787910e-01  3.152016e+00  8.913153e-01 -1.701351e+00  6.714391e-01  2.377451e+00 -9.621036e-02 -1.471501e-01  4.079500e+00 -8.296395e-02 -6.303306e-01 -2.216220e+00 -1.763127e+00  6.325393e-01 -2.499769e+00 -2.397068e-01  6.865482e-01 -6.789545e-01  9.971368e-02 -1.393634e+00  9.252206e-01  5.801782e-01  3.836042e-01 -1.695099e+00  2.125979e-01 -1.061229e+00  1.506451e+00 -1.319345e+00 -3.743262e-01 -1.198811e+00  2.118843e-01  8.864103e-01 -9.791980e-01 -1.230264e+00 -7.443767e-01  2.418910e-01 -2.437277e-01 -7.752114e-01 -2.258993e-01 -3.877165e-01  1.063920e+00 -5.588955e-01  4.825734e-01 -7.914415e-01 -1.323112e+00 -7.393804e-02  7.192420e-01  1.575617e-01 -5.271202e-02  7.555992e-01  5.089480e-01  9.952975e-01 -6.385763e-01  1.238363e-01  8.867622e-01 -6.047574e-01  6.396186e-01 -3.662422e-01 -3.634240e-02 -3.993455e-01  4.115941e-01 -4.388318e-01  3.512863e-01  9.417239e-02 -9.508506e-02  4.600764e-01 -3.123493e-02  6.975020e-02  2.469328e-02  3.330945e-01  5.927142e-02  1.261160e-02 -2.890312e-01 -6.211559e-01 -1.571346e-01 -4.312436e-01  2.053076e-01 -6.834927e-01  2.306714e-01 -3.865249e-01  1.598393e-01 -2.767851e-01  3.701770e-01 -2.761942e-01 -8.685959e-02 -3.067907e-01 -1.141066e-02  3.346551e-01 -3.017960e-01 -4.175232e-01 -2.972816e-01 -1.250589e-01 -1.647034e-01 -3.646177e-01  3.530403e-01  3.997836e-02 -1.349671e-01 -1.132072e-02  1.000000e+00
 5.075218e-01 -1.357810e+00 -6.992774e-01  6.199995e+00  1.678700e-01 -3.207249e+00 -1.734380e+00  5.549706e-01  1.228989e+00 -1.512317e+00 -8.214155e-01  9.417327e-01 -3.130298e-01  8.173734e-01 -4.959543e-01  6.222834e-01  6.029236e-02  1.538677e+00  8.949935e-01  5.234137e-02 -6.990318e-01 -7.982191e-02 -1.706044e+00  3.380137e-01  2.519286e-01 -2.314077e+00 -7.502888e-01  7.474733e-01  1.237068e+00 -6.350045e-01 -1.220217e+00  8.348408e-01 -7.872892e-01  1.136525e+00 -8.335312e-01 -1.624017e+00 -5.540363e-01  1.221860e+00 -5.199723e-01  5.838895e-01 -1.452408e+00  2.519936e-01 -1.636292e+00 -9.715510e-01  8.278767e-01  3.055223e-01  3.094105e-01 -1.029103e+00  7.996530e-01  1.927697e+00  4.042488e-01  4.451380e-01  1.024168e+00 -4.160013e-01 -3.327101e-01  5.489470e-01 -1.714642e-01  5.631405e-01 -2.391600e-01 -4.912071e-01  2.326760e-01  1.247087e-01 -7.434372e-01  1.759885e-01 -7.416818e-02  2.600830e-01  4.730784e-01  1.736360e-01 -1.501391e-01 -3.135854e-01 -1.084625e+00 -8.928557e-02  2.632448e-01  3.424134e-01  3.087896e-02 -4.036271e-01 -1.972068e-01  2.002572e-01  2.519461e-01  2.229874e-01  5.983536e-02 -4.834620e-03  1.125245e-02 -2.321453e-01  2.778330e-01  1.751110e-01 -1.031783e-01  6.502730e-02  4.731851e-02 -2.154736e-01  2.245966e-01  2.125886e-01  4.289860e-02  2.480587e-02 -2.100835e-01  1.073030e-01 -2.486710e-02  6.653302e-02  1.057723e-02 -3.286207e-02  1.000000e+00
-7.960883e+00  1.543493e+00 -5.870878e-01  1.230364e+00 -4.919943e-01 -5.155629e-01 -3.863269e-01 -1.836335e+00  1.101267e-01  6.425303e-01 -6.007037e-01  1.429912e+00  2.692808e+00 -6.298266e-01 -6.532883e-01 -6.910727e-01 -5.823374e-01 -1.105911e+00  1.349155e+00  4.942558e-01  9.983257e-01  5.366156e-01  2.309757e-01 -1.287017e+00  6.796241e-01  2.369589e+00  1.219625e-02  2.668711e-03  4.758202e-01  4.710413e-01 -1.943612e+00 -9.465804e-01  1.075942e-02 -2.500008e-01 -2.821014e-01 -7.225854e-01  2.158741e-01  9.984001e-01  8.209557e-01 -7.251497e-01  2.117228e-01  9.545093e-01 -2.653044e-01  1.868217e-01 -1.298004e+00 -1.327409e-01  2.147116e-02 -1.724410e-01 -2.879767e-01 -1.444242e+00 -6.957662e-01  5.022311e-01  1.450798e-01  3.709890e-01  7.434347e-01  7.353656e-01 -1.955902e-01  1.075385e+00 -2.722286e-01 -2.456049e-01 -3.506169e-01 -2.012965e-01  5.256612e-01 -8.290663e-01 -5.138735e-01  5.626235e-01  2.927667e-02 -5.476132e-01  5.661473e-01  4.750717e-01 -1.937775e-01 -4.571753e-01 -4.120459e-02  1.729116e-01  4.058797e-02 -2.686974e-01 -5.203513e-01 -2.235515e-01  2.078487e-01 -5.644934e-02  4.265157e-01 -1.934027e-01  4.788198e-02 -8.280555e-01 -2.389202e-01  5.397860e-02 -3.968652e-01 -1.380851e-01 -1.209271e-02  3.579570e-01 -4.194166e-01  3.186042e-02 -1.963267e-01  2.652374e-01 -1.360476e-01  4.441908e-02 -1.165852e-01 -9.132188e-02  1.571330e-01 -3.728524e-02  1.000000e+00
 3.316994e+00 -2.715601e+00 -1.059879e+00  3.605652e-01  7.064822e-01 -4.212704e-01  1.741568e+00  1.088020e+00  1.922293e+00 -1.765590e-01  3.570525e-02  1.746624e+00  1.211990e+00 -1.682262e+00 -4.146601e-02  5.416075e-01  7.572888e-01 -9.226006e-01  9.670113e-01  1.008840e+00 -1.666493e+00  9.857723e-01  1.144837e+00  7.549279e-01  4.494497e-01  1.042318e+00 -8.592430e-01 -7.952404e-02  4.610603e-01 -4.930894e-01  7.942637e-01 -1.098384e+00 -2.504252e-01 -1.619494e+00  9.501417e-01 -1.332063e+00  2.773052e-01  5.189765e-02  4.758158e-01 -1.571146e-01 -5.308893e-01 -1.965261e-02  1.154274e+00 -1.453029e+00 -7.258128e-02 -5.235351e-01 -4.003860e-01 -1.627198e-01 -1.054475e+00 -5.612858e-01  3.100053e-01  2.691936e-01  5.358677e-01  1.913027e-01  2.975713e-01 -5.511842e-01 -1.236219e+00 -1.306384e-01 -5.371535e-01 -4.721974e-01  3.649377e-01 -7.378708e-02 -7.474131e-01  2.090125e-01 -4.448477e-01  1.315309e-01 -6.560688e-01  8.953433e-02  7.678039e-01 -1.205212e-01  1.348206e-01  1.289072e+00  3.597662e-01 -6.323848e-01  1.535769e+00  7.459635e-01  3.669968e-01  2.909504e-01  3.907763e-01 -3.841418e-01  2.364907e-02 -2.360789e-01  3.079435e-02 -5.511761e-01  2.517572e-01  1.327829e-01  6.107104e-01  5.800750e-01  8.880914e-02 -5.149092e-01 -1.157006e-01 -1.507726e-01 -4.461849e-02 -9.652424e-02 -1.125129e-01 -6.718282e-03  3.563751e-02 -2.008148e-01 -7.290682e-02  1.890188e-02  1.000000e+00
-3.587079e+00 -2.575529e+00  7.443378e-01  7.116132e-01 -1.332196e+00 -4.534782e-01 -1.219695e+00 -9.233331e-01  2.787645e+00 -1.998447e+00 -2.360644e+00 -1.407812e-01  9.156819e-01 -6.459322e-01 -7.171745e-01  2.703734e+00  1.034839e-01  3.607618e-01 -1.736255e-01  3.652698e-01 -8.561893e-02  1.004940e+00 -1.073669e+00 -1.525976e-01  1.664857e+00 -4.397005e-02 -1.009716e+00 -1.994378e+00  8.213612e-01 -8.727279e-02 -1.422932e+00 -1.208812e+00  7.289784e-01 -2.003748e+00 -2.324690e-01 -6.807170e-02 -1.175622e+00  6.068016e-01  3.834134e-01 -1.240702e+00 -1.686696e-01 -6.672489e-01  9.062793e-01  1.114026e+00 -1.426738e+00  7.748534e-01 -4.779626e-01 -1.263525e+00  1.427842e+00  3.286150e-01  2.588257e-01  1.229282e+00  5.697388e-01  6.426443e-01  1.515277e+00 -8.812188e-01  4.087293e-01  1.315672e-01  1.279124e-01 -3.137529e-01 -9.695432e-02 -3.950787e-01 -5.862760e-01 -1.569414e+00  7.786173e-01  3.360536e-01 -1.125560e+00  3.746995e-02 -1.042089e+00 -2.215884e-01 -2.635095e-01 -4.305126e-02  7.126424e-02 -1.698074e-01 -6.593952e-01 -3.883197e-01  6.107922e-01  2.138005e-01 -6.091243e-01  6.817909e-01 -1.182245e-01 -1.640659e-01  2.890425e-01  1.477330e-01 -1.031724e-01 -2.381541e-01  3.206361e-01  6.660447e-01  1.288871e-01 -3.355680e-01  2.341125e-01 -3.097788e-01  1.447542e-01 -2.177568e-01 -4.810355e-02 -1.264397e-01 -2.224346e-03  1.011221e-01 -3.607874e-02  1.548149e-02  1.000000e+00
-6.290040e-01  7.554224e-01  8.703007e-01 -2.325662e+00 -4.410300e-01 -1.400921e+00  8.980173e-02  4.565052e+00  1.183078e+00  4.759969e-02  1.035486e+00 -4.958633e-01  3.656528e-02  1.669038e-01 -2.228435e+00 -2.248791e+00  1.550633e+00 -2.135969e+00  1.400478e+00  1.536078e+00  1.409806e+00 -1.281804e+00  1.482452e+00 -4.928550e-01  7.855654e-01 -1.787107e-01  1.041163e+00  2.215311e-01 -1.242910e+00 -1.577102e-01 -3.938015e-01 -9.901599e-01  6.410989e-02 -7.070718e-01 -2.790172e-01 -3.984763e-01  8.449822e-01  2.871770e-01  8.573126e-02  1.026831e+00  5.577543e-01 -1.111028e+00  2.675879e-01 -4.640151e-01  7.159598e-01 -7.547344e-01 -4.154525e-01  8.490880e-01 -1.102420e+00  3.473579e-01  1.358545e+00 -8.426604e-01 -9.482315e-01  1.356350e+00 -3.543980e-01 -1.027139e+00 -2.962830e-01 -1.774690e-01  1.493396e-01  5.324795e-01  6.010667e-02  3.016799e-01 -5.932403e-01 -7.034781e-01 -2.991391e-01 -1.595703e-01 -5.041147e-01 -6.872840e-02  3.876399e-01 -7.111061e-01  1.167008e-03  5.029166e-01 -3.761218e-01 -4.835017e-01 -2.211314e-01 -8.300788e-01 -2.609379e-01 -4.789945e-01 -4.814351e-01  2.836791e-01  2.321952e-01  2.638426e-01 -3.827953e-01  3.111202e-01 -5.053769e-01  5.505706e-01  9.318206e-02 -2.765849e-01  6.468937e-03  2.351182e-01  1.170900e-01  1.126939e-01 -2.625856e-01  4.044712e-02 -1.224496e-01 -1.877364e-01  2.307106e-01  1.071821e-01 -2.144160e-02 -1.490851e-02  1.000000e+00
-1.151703e+00  2.568370e-01  6.681224e-01  1.060421e+00  1.620519e+00  2.446429e-01 -9.446374e-01  5.309853e-01 -1.417605e+00 -8.108372e-01 -9.309212e-01 -1.243153e+00  6.441258e-01 -2.073451e+00 -3.652478e-01  5.023574e-01 -1.951332e+00 -1.274965e+00 -3.300295e+00 -1.826322e+00  2.947703e-02 -4.720203e-01  3.851499e-01 -1.301033e+00 -1.202174e+00 -2.422542e+00  1.186721e+00  8.117773e-01 -2.624165e-01  3.004663e-01  5.045384e-01 -2.512010e-01  2.630178e-01 -4.206723e-01  1.956908e+00 -6.893870e-01  1.009438e+00 -1.607964e-01  1.134213e+00 -5.857241e-01  1.147243e+00  6.129622e-01  9.504461e-01  1.325888e+00 -1.292603e-02  1.640619e+00 -1.202305e+00  5.817309e-01  2.567469e-01 -1.672814e+00  3.663003e-01 -1.776785e-01  7.721044e-01 -4.846829e-01 -9.794952e-01 -5.917091e-01 -9.655583e-01 -1.339553e-02  8.566571e-01  1.528380e+00 -5.912940e-01 -4.036171e-02  4.626100e-01  3.350139e-01  1.100082e-02  1.795791e-01 -8.772579e-01  6.288220e-01 -9.908981e-02 -4.544851e-01 -4.144886e-01  1.932861e-01 -7.702402e-02 -2.754265e-01 -3.287830e-01  6.106004e-01 -1.376947e-01  4.633786e-02  1.153638e+00 -4.560930e-02  1.084546e-01  8.989922e-02  2.570363e-02  1.346084e-01 -5.730530e-03 -1.273274e-01  1.775890e-01 -6.594575e-02  1.786299e-01 -1.821229e-02  1.832528e-01 -2.847231e-02 -2.897145e-01  2.447183e-01 -1.947162e-01 -7.096284e-02 -1.117054e-01 -2.324510e-02  2.912379e-02 -2.154444e-03  1.000000e+00
 2.701625e+00  5.009734e+00 -2.735937e+00  5.576815e-01 -2.106023e+00  1.438722e-01  8.067512e-01  2.438501e+00  8.920656e-02  9.520697e-01  1.816166e-02  1.892461e+00 -4.880755e-01 -1.385145e+00 -5.943333e-01 -3.993646e-02 -1.079601e+00  1.659128e+00 -2.703343e-01 -1.539781e+00 -1.737834e+00  2.380453e+00  2.027339e+00  4.811348e-01 -9.246454e-01  1.655983e+00 -1.898053e-01  3.382601e-01 -9.873665e-01  3.838696e-01  5.352971e-01  1.281921e-01  1.306885e+00  5.428678e-01 -1.439153e+00  2.925149e-01  1.746320e-01 -1.325522e-01 -2.193440e+00  8.736405e-01  5.918298e-01  1.342387e+00 -4.837879e-01  8.931136e-01 -1.382474e+00 -2.143204e-01 -2.083006e+00 -1.075825e+00 -1.692275e+00 -1.630167e-01 -6.619965e-01 -1.018134e+00 -2.784592e-01 -8.469570e-01 -4.045239e-01  5.722920e-01  1.690060e-01  1.031936e+00  5.004666e-01  1.031858e+00  3.316335e-01 -5.324754e-02  4.847261e-01 -2.536105e-01 -3.061393e-02 -8.266790e-01  8.214496e-01  7.207090e-01 -8.775999e-01  4.334229e-01 -1.692484e-01  3.869825e-01 -4.600431e-01 -1.683808e-01 -3.563345e-02 -4.167500e-01 -1.725344e-01 -8.252346e-02  2.067985e-02  9.575311e-01  1.699939e-01  8.721757e-02  5.933257e-01 -1.443019e-02 -7.459781e-02  5.328988e-02  3.374520e-01  2.790584e-01 -3.343970e-02  2.996578e-01  3.099666e-01  1.264513e-02  2.862658e-02  8.234828e-02 -8.971765e-03 -2.680376e-01  7.721501e-02  8.065707e-02  2.140638e-01 -5.513050e-02  1.000000e+00
-3.408060e+00  1.812530e+00  1.419160e+00  7.726747e-01 -3.011360e+00 -8.762870e-01  3.795789e+00 -4.698015e-01 -1.195487e+00 -2.962781e+00 -8.481903e-01 -2.492852e+00 -1.693470e+00 -1.081036e+00  9.116115e-02 -1.433922e+00  7.560254e-01 -2.086564e+00 -5.972080e-01  9.785182e-01  4.547666e-02 -1.075463e-02 -7.382997e-01 -3.347455e-01  1.326934e+00 -1.514129e+00  1.862143e+00  1.055938e+00  1.316381e-01  9.765527e-01 -1.743153e+00  4.696639e-01  1.309158e+00  4.302759e-01  1.393156e+00 -4.579230e-01 -1.675445e+00 -2.427518e-01  8.694598e-01 -7.987977e-01 -9.530800e-01 -3.616362e-01  8.715579e-01 -3.195072e-01 -2.568861e-01 -4.028958e-01  1.874676e+00  1.076255e+00 -5.247769e-01 -1.083273e+00 -1.241327e+00 -2.926203e-01  6.823896e-01 -5.956203e-02 -1.626601e+00  2.163128e-01  5.767685e-01  3.645886e-01 -6.823389e-01  8.772359e-01  4.801312e-01  1.194233e-01  4.802934e-01 -2.690939e-01  2.195215e-01 -2.781758e-01 -1.666143e-01  1.005551e-01  3.412850e-01 -7.629022e-01  2.201026e-01  1.878929e-01 -8.980571e-02 -5.083715e-01 -4.527726e-01  5.033549e-01  3.050735e-01  5.499294e-01  2.673795e-01 -8.004117e-02 -2.182745e-01 -2.469453e-01  1.615584e-01  2.596204e-01  2.722611e-03 -6.488615e-02  1.396381e-02 -1.975901e-01 -3.621865e-02  1.183949e-01 -2.790331e-01 -1.090204e-01 -1.827381e-02 -2.695046e-01  3.809577e-02 -1.726018e-01  8.236604e-02  2.628427e-01  8.861839e-02 -1.427979e-02  1.000000e+00
-1.510248e+00 -4.572572e+00  1.478380e+00  7.067763e-01 -2.399080e+00  1.578698e+00  2.349320e-01  2.490802e-01  1.882617e+00  6.175397e-01  1.900261e+00 -8.938842e-01 -2.488562e+00 -1.488247e+00 -4.510593e-01  3.857683e-01  3.901655e-03  2.148058e+00  4.641618e-01 -6.246651e-01 -1.283863e-01 -1.257045e+00 -4.170476e-01 -1.543113e+00 -1.195096e+00 -3.949117e-01  7.698157e-01 -6.481805e-01  4.360901e-01  4.874387e-01  4.448345e-01 -4.374170e-03 -1.708438e-01 -3.413945e-02 -9.434146e-01  1.866442e+00  2.891448e-01 -1.903198e+00 -9.088288e-01  8.862965e-02 -2.343484e-01 -4.481161e-01 -2.066022e-01  1.043660e-01  4.062082e-01  4.738127e-01 -4.955910e-02  9.453460e-01 -8.840820e-01  4.483959e-01 -4.958972e-01  8.910307e-01 -7.162838e-01  5.954225e-01 -5.095699e-01  5.607024e-01 -4.839745e-01  2.026976e-01 -9.019969e-01  5.270383e-01 -8.483008e-01  1.079939e+00 -6.303213e-01  1.135968e-03 -1.371421e-01  6.292204e-01  7.860781e-01  2.405234e-01 -5.257928e-01 -6.311456e-01  5.082034e-01 -1.031276e+00 -2.054757e-01  1.970533e-01  7.332668e-01 -2.110683e-02  1.745857e-01 -2.260185e-01  3.790340e-01 -7.463032e-02 -2.733435e-01 -5.629444e-02  1.934719e-01  1.290436e-02 -4.638205e-01  1.454630e-01 -5.099849e-02 -1.166559e-01  2.078990e-01 -1.585951e-01  2.844900e-01 -4.178733e-02 -2.634767e-01  1.473941e-01  7.406876e-02 -1.827895e-01 -7.014130e-02  1.634626e-01 -5.991809e-02 -7.845425e-03  1.000000e+00
-4.818537e-01 -5.142060e+00 -2.037788e+00 -7.440971e-01  4.761529e-01 -7.300672e-01 -3.317698e+00  9.289091e-01 -1.778024e+00 -1.907696e-02 -3.767102e-01 -1.069258e+00 -7.339700e-01  5.155070e-01 -6.352078e-01  7.767886e-01  3.746346e+00  6.672441e-01  5.029891e-01 -2.113720e+00 -2.912587e-02 -3.239526e-01 -2.262487e+00  1.514045e-01 -3.855862e-02 -1.099420e+00  1.566568e+00 -6.349447e-02 -2.211731e-01  1.223411e+00  7.658641e-01  5.759420e-01  2.205329e-01 -6.056004e-01 -3.915616e-01 -8.818203e-01 -6.458614e-01 -3.130174e+00 -2.221448e-01  1.368269e+00  1.347581e+00  1.532354e+00 -2.039979e-01 -6.691895e-01  7.521247e-01 -1.123660e+00  3.327786e-01 -1.681829e-01 -9.551729e-01  8.339867e-02 -9.772577e-01 -4.046402e-01  9.674649e-01 -4.803534e-01  4.458590e-01 -1.035087e+00 -9.764960e-01  1.389236e-01 -8.040029e-01  1.143698e+00  8.514360e-01 -6.943354e-01 -6.063256e-02 -3.768126e-01  7.178069e-01 -3.584066e-01  4.252771e-01 -1.302565e-01 -7.559903e-02  3.394357e-01 -4.113281e-01  4.323308e-01  1.360670e-01 -3.315065e-01 -4.711773e-01  3.970264e-01  5.670740e-01 -1.186033e-01 -1.783563e-01  1.774759e-01 -1.913846e-01  1.520488e-01  3.599333e-01 -2.936612e-01  8.333590e-02  2.672575e-01 -1.913456e-01 -1.655509e-01  9.601202e-02  4.512606e-01 -1.010053e-01 -6.695279e-01  6.476938e-02 -1.623590e-02  7.005406e-02 -2.790364e-01 -4.450871e-02  2.911283e-02  3.890479e-02 -5.153306e-03  1.000000e+00
 1.958388e+00 -1.783432e-01  8.645678e-02  1.837414e+00  2.563929e+00  1.075080e+00  5.141058e-01  2.062558e+00 -1.024909e+00  2.005095e-01  1.551993e+00 -1.515012e-01 -8.709686e-01 -6.044965e-01 -1.599424e+00  2.861376e+00 -3.674114e-01  1.641986e-01 -1.415569e+00  2.010671e+00  7.021020e-01 -1.136039e+00 -8.342956e-01  3.350334e-01 -1.785972e+00 -9.532904e-01  3.761153e-01 -5.279123e-01  7.206196e-01  2.505141e-01  4.434109e-01 -3.992444e-01  8.679137e-01  1.771699e-02  1.489662e+00  3.359130e-01 -1.135739e+00 -2.156474e+00 -1.910803e-02 -1.541559e+00  8.902364e-01 -2.012204e+00 -6.052262e-01  1.549386e-01  5.666620e-01 -9.975837e-02  2.777876e-01 -1.073173e+00 -3.024824e-01  9.238248e-02  9.731652e-01  2.344523e-01  7.000544e-01  8.098483e-01 -1.761047e-01  5.875606e-01  2.917646e-02 -3.056105e-01 -6.103041e-02 -7.516303e-01  1.214079e-01  3.547900e-01  3.860548e-01  6.470947e-01 -3.041304e-01  5.496676e-01 -7.015017e-01  8.740859e-02 -4.797768e-01  1.139719e+00  1.999824e-01  5.334623e-01 -4.594276e-01 -7.905666e-01 -2.301429e-01 -9.519042e-02 -4.432721e-01  2.923210e-02 -1.542996e-01  3.896915e-01 -2.700152e-01  4.215015e-02  1.384480e-01  3.649561e-01 -7.671166e-01  9.109839e-02  2.139340e-02  6.823012e-02  2.716602e-01 -2.978332e-02 -2.001107e-01  3.941549e-01  3.405210e-01 -4.543019e-02 -1.044326e-01 -1.054129e-01 -1.556207e-01 -1.767496e-01  8.112955e-02 -2.726939e-02  1.000000e+00
 9.466728e-01 -1.252016e+00  2.762977e+00 -3.401018e+00  4.641864e+00  2.488644e+00  1.934646e+00 -1.447907e-01  6.410794e-01 -4.636342e+00  2.155569e+00  1.188147e+00 -1.232378e-01  1.152992e-01 -2.207265e+00 -3.313858e-01 -1.178888e+00  4.337146e-01  2.201702e+00 -1.909635e+00  2.548761e+00 -2.684984e-01 -5.484419e-01 -2.879570e+00 -1.021442e+00  6.007013e-01  1.119259e+00 -6.502634e-01 -1.832244e-01 -8.518026e-01 -6.225365e-02  2.081998e-01 -1.376903e-01  4.649113e-01  1.293298e-01  1.311575e-01  3.814834e-01  4.343851e-01  4.858988e-01  8.269870e-01  8.436548e-01 -3.104151e-01 -3.690086e-01 -8.407468e-01 -3.201896e-01  1.225665e+00  7.988363e-01 -6.021911e-01  4.275529e-01  5.567125e-02  3.341511e-01 -8.060825e-01 -2.645714e-01 -3.696091e-01  8.040483e-01 -8.161737e-01  7.523808e-01 -6.666421e-01 -4.728211e-01  5.008226e-01 -1.232304e-01  3.639855e-01 -2.187064e-01 -1.672112e-01  1.679753e-01 -7.588777e-01 -5.200442e-01  1.042682e-01 -1.720910e-01  2.608410e-01 -2.727670e-01  8.252356e-01  5.968404e-01 -4.753036e-02 -1.727005e-01 -4.934006e-01 -4.973857e-01  2.872169e-01 -4.113442e-01  2.596828e-01 -4.377607e-01 -2.501951e-01 -9.511445e-01 -4.604662e-01  1.105412e-01 -2.192913e-01  1.364436e-01 -5.086964e-02  9.450121e-04  2.726125e-01  2.055791e-01 -8.610470e-02  1.965079e-01  1.206846e-01 -5.366355e-02  7.183474e-02 -4.235737e-01 -6.067304e-02  8.722866e-02 -6.966610e-03  1.000000e+00
-5.007695e-01  2.827610e+00  2.081297e+00 -2.778592e+00  2.585664e+00  2.741714e+00  6.686647e-01 -1.199738e-01  2.251666e-01  8.942086e-01 -1.268210e+00 -1.628326e+00  1.004420e+00 -5.045368e-01 -1.896325e+00 -4.890575e-01  5.365005e-02  2.673008e-01 -1.284886e+00  6.838815e-01 -3.370328e-01  3.786329e-01  1.451579e+00 -1.630153e+00  5.621979e-01  7.147463e-01 -1.780715e-01  1.320663e+00  7.751916e-01 -6.422670e-01  7.546938e-01  1.629558e+00 -7.798555e-01  1.165036e-01  3.382574e-01  3.546449e-01 -2.475400e-01 -6.931196e-01  6.240314e-01 -1.258642e+00  2.609875e-01 -2.136367e-01  2.267423e-01  6.730003e-01 -9.682012e-01  4.767543e-01  9.622478e-01 -8.187080e-01  2.928026e-01 -1.202807e-01  4.227693e-01 -5.262422e-01 -4.567861e-02  2.845708e-01  1.242902e-01  7.073428e-01  2.146115e-01  3.258300e-01  7.752614e-01  7.362751e-01  7.329407e-01  3.190007e-01  2.984286e-01  6.971696e-01 -4.244043e-01  8.523656e-01  6.592460e-01  3.956419e-02 -3.809290e-01  7.202678e-01 -7.914301e-01 -2.991893e-01  3.974820e-01 -1.425261e-01 -2.785596e-01  1.591327e-01 -1.932326e-01 -5.281297e-01  5.573395e-01  5.095408e-01 -2.346304e-01  6.327253e-01 -4.928209e-01  9.679087e-02 -9.166886e-02  5.729016e-01 -1.206197e-01  4.447391e-01 -1.318648e-01  7.114128e-02  3.456767e-01 -3.328248e-02 -3.810115e-01 -2.880935e-01  3.969467e-01 -9.161317e-02 -1.071788e-02 -8.214092e-02 -8.826045e-02 -1.104369e-02  1.000000e+00
-3.658022e+00  2.524203e-01 -3.360280e+00 -1.353635e+00  6.544400e-01  1.349288e+00 -9.834568e-01 -1.027960e+00 -1.261138e+00 -1.493490e+00 -4.988884e-01  3.005705e-01  1.901889e-02  9.922104e-01 -4.742099e-01  7.366755e-01  1.602208e+00 -9.605242e-01 -3.284953e-01 -2.060608e+00  1.168456e+00 -1.752549e+00 -5.830485e-04  4.023962e-01 -6.121779e-02 -3.292679e-01 -1.297220e+00 -5.120462e-01 -2.001126e+00  2.237479e-01 -5.943367e-01 -4.982375e-02 -2.065689e+00 -1.632038e+00 -1.361606e-01  2.058345e+00 -3.089078e-01  9.811909e-01  6.978401e-01  8.687495e-01  5.181065e-01  2.633647e-01 -3.140012e-01  4.228318e-01  6.421004e-01  5.838492e-02  1.241498e-01 -1.940732e-01  1.278984e+00  1.108525e-02 -7.595755e-02  7.065631e-01  2.818329e-01 -2.553867e-01 -2.636226e-01 -5.438230e-04 -9.415400e-02  1.618976e+00  1.892796e-01  1.295230e+00  1.014987e+00 -3.181711e-01  2.659976e-01 -2.931814e-01  2.265376e-01 -1.207852e+00 -1.173023e-01  2.853938e-01 -1.565397e-01  7.175782e-01 -2.215241e-01 -5.394690e-01 -9.723711e-01  6.373519e-01  4.427003e-01 -3.913232e-01  4.400537e-01 -7.846907e-01  1.462977e-01 -5.579080e-01 -1.291384e+00 -5.628331e-01  2.372213e-01  8.118847e-04  2.888640e-02 -1.689343e-01  3.124724e-01  1.115675e-01 -2.282024e-01  1.015577e-01  3.324583e-01 -9.071485e-02 -1.543759e-02  1.311178e-01 -7.210757e-02 -1.458573e-01  1.464197e-01 -1.697697e-01 -7.140058e-02 -6.617184e-02  1.000000e+00
